	restaurantName	address	city	postalCode	country	priceRange	cuisineType	description	facilitiesServices	creditCards	phoneNumber	website	cleaned_description
669	Trattoria I Masenini	via Roma 34	Verona	37121	Italy	€€	Italian, Traditional Cuisine	Situated in an attractive part of Verona right opposite the famous Castelvecchio, this restaurant boasts a relaxing ambience with wood ceilings, classic yet informal furnishings, subtle lighting and soft background music. The menu features regional dishes alongside typical Italian fare, as well as the house speciality – meat kebabs cooked on a skewer. There’s also an outdoor space for alfresco dining in summer.	['Air conditioning', 'Terrace', 'Wheelchair access']	['Amex', 'Maestrocard', 'Mastercard', 'Visa']	+39 045 806 5169		situat attract part verona right opposit famou castelvecchio restaur boast relax ambienc wood ceil classic yet inform furnish subtl light soft background music menu featur region dish alongsid typic italian fare well hous special – meat kebab cook skewer ’ also outdoor space alfresco dine summer
670	La Fugascina Ristorante	piazza Vittorio Veneto 8	Mergozzo	28802	Italy	€€	Italian Contemporary, Country cooking	Situated on a small square with an attractive outdoor space, this restaurant offers a menu which features fish from the lake and other seasonal produce prepared with both modern and traditional techniques, but always with a contemporary flair. The focus is on locally sourced (zero-mile, wherever possible) produce.	['Terrace']	['Mastercard', 'Visa']	+39 0323 800970		situat small squar attract outdoor space restaur offer menu featur fish lake season produc prepar modern tradit techniqu alway contemporari flair focu local sourc zeromil wherev possibl produc
671	Il Sogno	via Vetrego 8	Vetrego	30035	Italy	€€	Country cooking, Traditional Cuisine	This restaurant (once a cultural club) in the Miranese countryside serves simple yet delicious cuisine at reasonable prices. Although the dishes have their roots in the region, they are also influenced by Slow Food traditions from elsewhere in Italy and further afield and boast the occasional personalised touch. In winter, the trolley of boiled meats served with sauces and mostarda makes an appearance.	['Air conditioning', 'Car park', 'Garden or park', 'Terrace']	['Amex', 'Jcb', 'Maestrocard', 'Mastercard', 'Visa']	+39 041 577 0471	https://www.trattoriailsogno.com/	restaur cultur club miranes countrysid serv simpl yet delici cuisin reason price although dish root region also influenc slow food tradit elsewher itali afield boast occasion personalis touch winter trolley boil meat serv sauc mostarda make appear
672	Alpenroyal Gourmet	via Meisules 43	Selva di Val Gardena	39048	Italy	€€€€	Creative, Contemporary	This is the gourmet restaurant at the hotel of the same name, one of the most luxurious in the Val Gardena. The elegant, contemporary dining room has an almost minimalist feel, with a softly lit ambience that would give the impression of a private home were it not for the huge garden (snow-covered in winter) visible through its windows. Although originally from Puglia, chef Mario Porcelli has been working in the Dolomites for many years and is equally at home with local dishes as he is with recipes from his native region. In both cases, his dishes are modern and beautifully presented in a manner that leaves nothing to chance.	['Air conditioning', 'Car park', 'Garden or park', 'Interesting wine list', 'Wheelchair access']	['Amex', 'Dinersclub', 'Mastercard', 'Visa']	+39 0471 795555	https://www.alpenroyal.com/it/alpenroyal-gourmet-restaurant.asp	gourmet restaur hotel name one luxuri val gardena eleg contemporari dine room almost minimalist feel softli lit ambienc would give impress privat home huge garden snowcov winter visibl window although origin puglia chef mario porcelli work dolomit mani year equal home local dish recip nativ region case dish modern beauti present manner leav noth chanc
673	Hosteria Giusti	via Farini 75	Modena	41121	Italy	€€€	Emilian	Situated in an attractive retro-style room to the rear of an elegant delicatessen, this restaurant offers just four tables and a restricted menu of top-quality, traditional Emilian dishes. In the evening, the restaurant is open by reservation only for groups of at least 12 people with a pre-arranged menu.	['Air conditioning', 'Interesting wine list', 'Terrace']	['Amex', 'Mastercard', 'Visa']	+39 059 222533	http://www.hosteriagiusti.it	situat attract retrostyl room rear eleg delicatessen restaur offer four tabl restrict menu topqual tradit emilian dish even restaur open reserv group least 12 peopl prearrang menu
674	L'A Gourmet L'Accademia	via Largo C. Colombo 6	Reggio Calabria	89125	Italy	€€	Seafood, Modern Cuisine	From the classic restaurant on the first floor (no lift) of this early 20C palazzo, you’ll enjoy fine views of the sea and the Strait of Messina. Here, skilled chef Filippo Cogliardo prepares fish-based dishes which include classic recipes (raw seafood and amberjack with rapini) as well as more modern options (cuttlefish tagliatelle with avocado cream, cucumber and salted lemon). A few meat dishes also feature on the menu. Definitely the best restaurant in town!	['Air conditioning', 'Great view', 'Interesting wine list']	['Amex', 'Dinersclub', 'Jcb', 'Maestrocard', 'Mastercard', 'Visa']	+39 0965 312968	https://www.laccademia.it/	classic restaur first floor lift earli 20c palazzo ’ enjoy fine view sea strait messina skill chef filippo cogliardo prepar fishbas dish includ classic recip raw seafood amberjack rapini well modern option cuttlefish tagliatel avocado cream cucumb salt lemon meat dish also featur menu definit best restaur town
675	Riso Amaro	viale Regina Margherita 22	Fondi	04022	Italy	€€	Modern Cuisine	This elegant, contemporary-style restaurant is situated right in the historic centre. The menu features a host of gourmet dishes as well as more modern fish and meat options, all created by the talented owner-chef.	['Air conditioning', 'Terrace', 'Wheelchair access']	['Mastercard', 'Visa']	+39 0771 523655	https://www.ristoranterisoamaro.it	eleg contemporarystyl restaur situat right histor centr menu featur host gourmet dish well modern fish meat option creat talent ownerchef
676	Cracco in Galleria	Galleria Vittorio Emanuele II	Milan	20121	Italy	€€€€	Modern Cuisine, Contemporary	The Galleria Vittorio Emanuele II is one of the most iconic sights in Milan and as such it is apt that it is home to this star of Italian cuisine. Cracco is not just a gourmet restaurant – it’s also a bistro and an excellent pastry shop which is open all day, with separate spaces for special events on the top floor. At the helm in the kitchen, chef Luca Sacchi (ably assisted by owner Carlo) creates top-quality cuisine with impeccable technique, inspired by the culinary traditions of Milan and the broader Mediterranean with fish from Liguria taking pride of place on the menu – the chef also has a new restaurant in Portofino. The wine list is an experience in itself, offering one of the best and most comprehensive selections of French wines in Italy, as well as an excellent choice of wines by the glass. Guests also have the opportunity to taste wines from the organic Vistamare estate situated in the Romagnole hills. The professional career of the chef at Cracco is one of the most impressive in Italy, with influences that include the culinary master Alain Ducasse and wine expert Giorgio Pinchiorri. The most popular tables are those by the window with views of the Ottagono building.	['Air conditioning', 'Interesting wine list', 'Restaurant offering vegetarian menus', 'Wheelchair access']	['Amex', 'Unionpay', 'Dinersclub', 'Discover', 'Jcb', 'Maestrocard', 'Mastercard', 'Visa']	+39 02 876774	https://www.ristorantecracco.it/	galleria vittorio emanuel ii one icon sight milan apt home star italian cuisin cracco gourmet restaur – ’ also bistro excel pastri shop open day separ space special event top floor helm kitchen chef luca sacchi abli assist owner carlo creat topqual cuisin impecc techniqu inspir culinari tradit milan broader mediterranean fish liguria take pride place menu – chef also new restaur portofino wine list experi offer one best comprehens select french wine itali well excel choic wine glass guest also opportun tast wine organ vistamar estat situat romagnol hill profession career chef cracco one impress itali influenc includ culinari master alain ducass wine expert giorgio pinchiorri popular tabl window view ottagono build
677	LeoneFelice Vista Lago	via Vittorio Emanuele 23	Erbusco	25030	Italy	€€€	Italian, Contemporary	The new chef at this restaurant focuses on highlighting produce grown in the property’s own kitchen garden, as well as meat from the farm in the Grosseto area that is also run by the Andana estate. The classic-style cuisine on the à la carte features occasional personalised touches (for example, aubergines baked in fig leaf with oregano, and perch or sea bass fillet served with coloured beets and soft potato), while in the evening a tasting menu is served in a dedicated part of the restaurant. The expertly explained wine list focuses on the estate’s own labels and the Franciacorta region in general, yet at the same time includes a selection of wines from elsewhere in Italy and further afield.	['Air conditioning', 'Car park', 'Garden or park', 'Great view', 'Interesting wine list', 'Terrace']	['Amex', 'Dinersclub', 'Mastercard', 'Visa']	+39 030 776 0550	https://www.albereta.it/franciacorta/ristorante-lago-iseo/	new chef restaur focus highlight produc grown properti ’ kitchen garden well meat farm grosseto area also run andana estat classicstyl cuisin à la cart featur occasion personalis touch exampl aubergin bake fig leaf oregano perch sea bass fillet serv colour beet soft potato even tast menu serv dedic part restaur expertli explain wine list focus estat ’ label franciacorta region gener yet time includ select wine elsewher itali afield
678	Al Bersagliere	via Dietro Pallone 1	Verona	37121	Italy	€	Venetian, Traditional Cuisine	This long-established restaurant in the Borgo Filippi district overflows with memorabilia (from the juke box to the old coffee machine dating from the 1960s) and owes its continued success to its generous, comforting cuisine that showcases the fine traditions of the Veneto. Specialities include bigoli pasta with duck, pastissada de caval (horsemeat stew) and gelato spiritoso(ice cream flavoured with grappa). Guests can visit the interesting wine cellar, parts of which date back to the early 13C, which focuses on labels from the Verona region (especially Amarone). There’s also an excellent selection of spirits.	['Air conditioning', 'Interesting wine list', 'Terrace']	['Mastercard', 'Visa']	+39 045 800 4824	https://www.trattoriaalbersagliere.it/	longestablish restaur borgo filippi district overflow memorabilia juke box old coffe machin date 1960 owe continu success gener comfort cuisin showcas fine tradit veneto special includ bigoli pasta duck pastissada de caval horsemeat stew gelato spiritosoic cream flavour grappa guest visit interest wine cellar part date back earli 13c focus label verona region especi amaron ’ also excel select spirit
679	La Chiocciola	via Runco 94/f	Quartiere di Portomaggiore	44015	Italy	€€	Country cooking	A restaurant and an inn in a small country village, it’s the right place if you’re looking for hospitality and you appreciate the regional cuisine, made of snails and frogs, but also fish from the nearby sea. Something for every palate.	['Air conditioning', 'Car park', 'Interesting wine list', 'Terrace', 'Wheelchair access']	['Mastercard', 'Visa']	+39 0532 329151	https://www.locandalachiocciola.it/	restaur inn small countri villag ’ right place ’ look hospit appreci region cuisin made snail frog also fish nearbi sea someth everi palat
680	Gellius	calle Pretoria 6	Oderzo	31046	Italy	€€€	Modern Cuisine	Gellius boasts a unique and atmospheric setting within the Antica Opitergium museum, surrounded by archaeological remains that tell the story of the town from the beginning of the Roman period. It’s just a short hop from this historic past to the present day, where chef Alessandro Breda moves away from the culinary traditions of the region to create imaginative dishes using ingredients from his surrounding area and the Adriatic Sea. If you’re looking for a state-of-the-art cocktail or a glass of good wine, make your way to the Lounge Bar, which looks out over Piazza Grande.	['Air conditioning', 'Interesting wine list', 'Restaurant offering vegetarian menus']	['Amex', 'Dinersclub', 'Mastercard', 'Visa']	+39 0422 713577	https://www.ristorantegellius.it/	gelliu boast uniqu atmospher set within antica opitergium museum surround archaeolog remain tell stori town begin roman period ’ short hop histor past present day chef alessandro breda move away culinari tradit region creat imagin dish use ingredi surround area adriat sea ’ look stateoftheart cocktail glass good wine make way loung bar look piazza grand
681	Gratschwirt	via Grazze 1	Toblach	39034	Italy	€€€	Regional Cuisine, Classic Cuisine	Housed in a building which dates back to the 16C and is part of the hotel of the same name, this Stube-style restaurant at the foot of the Tre Cime is typical of the Alto Adige, as is the simple, abundant regional cuisine served here. Highlights on the menu include dumplings in broth, herb-crusted lamb, apple strudel and the less traditional but excellent beef tartare which is seasoned at your table.	['Car park', 'Garden or park', 'Terrace']	['Amex', 'Mastercard', 'Visa']	+39 0474 972293		hous build date back 16c part hotel name stubestyl restaur foot tre cime typic alto adig simpl abund region cuisin serv highlight menu includ dumpl broth herbcrust lamb appl strudel less tradit excel beef tartar season tabl
682	Cannavacciuolo Bistrot	via Umberto Cosmo 6	Turin	10131	Italy	€€€€	Creative	Situated near the Gran Madre church in Borgo Po, this restaurant is the Turin home of the three-Michelin-starred chef from Villa Crespi Cannavacciuolo. Here, in a succession of small dining rooms decorated in elegant, modern style, Gabriele Bertoli serves contemporary-style cuisine influenced by culinary traditions from all over Italy, with a natural focus on his native Campania, to which he adds his own delightful personalised touches.	['Air conditioning', 'Restaurant offering vegetarian menus', 'Terrace', 'Wheelchair access']	['Amex', 'Dinersclub', 'Mastercard', 'Visa']	+39 011 839 9893	https://www.cannavacciuolobistrot.it/	situat near gran madr church borgo po restaur turin home threemichelinstar chef villa crespi cannavacciuolo success small dine room decor eleg modern style gabriel bertoli serv contemporarystyl cuisin influenc culinari tradit itali natur focu nativ campania add delight personalis touch
683	Al Fogher	strada statale 117 bis	Piazza Armerina	94015	Italy	€€	Italian Contemporary	This small, rustic-style restaurant just outside the centre of Piazza Armerina serves personalised cuisine in which local ingredients take pride of place. Influences from elsewhere in Italy are also evident, with dishes such as artichoke pansotti (stuffed pasta) with local tuma cheese and black truffles on the menu.	['Car park', 'Interesting wine list', 'Terrace', 'Wheelchair access']	['Amex', 'Mastercard', 'Visa']	+39 0935 684123		small rusticstyl restaur outsid centr piazza armerina serv personalis cuisin local ingredi take pride place influenc elsewher itali also evid dish artichok pansotti stuf pasta local tuma chees black truffl menu
684	Quellenhof Gourmetstube 1897	via Passiria 47	Saint Martin in Passeier	39010	Italy	€€€€	Creative	Situated in a refined and elegant setting (also home to an intimate private dining area separated from the main room by a few steps), this new gourmet restaurant offers various tasting menus with a distinctly creative flavour.	['Air conditioning']	['Amex', 'Mastercard', 'Visa']	+39 0473 645474	https://www.quellenhof-gourmetstube1897.it/it/	situat refin eleg set also home intim privat dine area separ main room step new gourmet restaur offer variou tast menu distinctli creativ flavour
685	Muraglia - Conchiglia d'Oro	via Aurelia 133	Varigotti	17024	Italy	€€€	Seafood, Classic Cuisine	Here, choose between the simply furnished, bright dining room with a proudly vintage feel that dates back to its opening in the 1970s and a tiny yet attractive terrace with sea views (there are just a few tables, so it’s best to book in advance). Fish has always been – and still is – the house speciality, with fresh, top-quality dishes simply prepared according to classic methods such as the barbecue grill visible in the dining room. The fish is so fresh that the handwritten menu changes daily.	['Terrace']	['Amex', 'Mastercard', 'Visa']	+39 019 698015		choos simpli furnish bright dine room proudli vintag feel date back open 1970 tini yet attract terrac sea view tabl ’ best book advanc fish alway – still – hous special fresh topqual dish simpli prepar accord classic method barbecu grill visibl dine room fish fresh handwritten menu chang daili
686	La Pineta	via dei Cavalleggeri Nord 27	Marina di Bibbona	57020	Italy	€€€	Seafood, Classic Cuisine	By car you drive through a pine wood and practically reach the water's edge, facing a horizon of beach, sea and waves, to the left you’ll notice a small low house that almost looks like an ordinary beach establishment: actually, it is the historical fish restaurant of the Zazzeri family, Daniele in the kitchen and Andrea in the dining room. Always true to themselves, without any need to look for sudden modern changes of direction, the simplicity of the cuisine, which matches the vintage style of the rooms, is their absolute direction, both in the pairings and in the ultra-classic cooking techniques; as long as the quality of the fish (mostly local) and the comforting quality of the end result remain unchanged, it will always be a pleasure to recommend this place above the fashions.	['Car park', 'Great view', 'Interesting wine list', 'Terrace', 'Wheelchair access']	['Amex', 'Unionpay', 'Dinersclub', 'Discover', 'Jcb', 'Maestrocard', 'Mastercard', 'Visa']	+39 0586 600016		car drive pine wood practic reach water edg face horizon beach sea wave left ’ notic small low hous almost look like ordinari beach establish actual histor fish restaur zazzeri famili daniel kitchen andrea dine room alway true without need look sudden modern chang direct simplic cuisin match vintag style room absolut direct pair ultraclass cook techniqu long qualiti fish mostli local comfort qualiti end result remain unchang alway pleasur recommend place fashion
687	Schöneck	via Schloss Schöneck 11	Molini	39030	Italy	€€€	Regional Cuisine, Classic Cuisine	With over 30 years’ experience behind them, the Baumgartner brothers’ restaurant is an excellent choice for classic specialities from the Alto Adige, offering a menu that focuses on regional dishes yet also includes a few fish-based options. The most important feature here is that all specialities are made from top-quality ingredients (often locally sourced), prepared by chef Karl with an expertise that ignores modern trends and passing fashions. Meals are served in rooms that are elegantly decorated with local wood, including a beautiful lounge space with a piano in front of the bar, Stube-style dining rooms and a veranda, while in summer the cool, shady terrace is particularly appealing. Last but not least, the excellent wine list is as impressive as the cuisine.	['Air conditioning', 'Car park', 'Great view', 'Interesting wine list', 'Terrace']	['Amex', 'Dinersclub', 'Mastercard', 'Visa']	+39 0474 565550	https://www.schoeneck.it/it/home	30 year ’ experi behind baumgartn brother ’ restaur excel choic classic special alto adig offer menu focus region dish yet also includ fishbas option import featur special made topqual ingredi often local sourc prepar chef karl expertis ignor modern trend pass fashion meal serv room elegantli decor local wood includ beauti loung space piano front bar stubestyl dine room veranda summer cool shadi terrac particularli appeal last least excel wine list impress cuisin
688	Tre Noghere	via Crede 1	Bigolino	31049	Italy	€€	Regional Cuisine	Situated in a peaceful location amid fields and vineyards, this attractive country restaurant run by the same family since 1965 boasts an outdoor space where three walnut trees (“tre noghere”) provide shade in summer, plus a neat and simple dining room. The skilful owner is at the helm in the kitchen, while the younger generation provide a warm and professional welcome front of house. Traditional cuisine, including home-made pastas, are to the fore here – we particularly enjoyed the bigoli with ragu and rosemary, as well as the glazed duck breast with apricots. We asked for recommendations when choosing our wine and we didn’t regret it!	['Air conditioning', 'Car park', 'Terrace']	['Maestrocard', 'Mastercard', 'Visa']	+39 0423 980316	https://www.trenoghere.com/	situat peac locat amid field vineyard attract countri restaur run famili sinc 1965 boast outdoor space three walnut tree “ tre nogher ” provid shade summer plu neat simpl dine room skil owner helm kitchen younger gener provid warm profession welcom front hous tradit cuisin includ homemad pasta fore – particularli enjoy bigoli ragu rosemari well glaze duck breast apricot ask recommend choos wine ’ regret
689	Zum Löwen	via Tirolo 25	Tisens	39010	Italy	€€€	Classic Cuisine, Modern Cuisine	A charming restaurant housed in a skilfully restored old farm, where everything from the hay barn to the old stalls has been refurbished and enhanced, so that traditional old features from the exterior can be seen in the dining room alongside more modern additions. The cuisine here is in the capable hands of owner Anna Matscher, who creates gourmet dishes from the Alto Adige which can by now be described as “classics”. The ingredients and the cooking methods used add a certain level of tradition to proceedings, although this is hardly a flaw, especially given the precise preparation involved. Examples include the traditional roast goat kid cooked with extra-virgin olive oil and aromatic herbs and served with roast potatoes and a second seasonal vegetable, along with its own delicious jus. Luis oversees the front of house and is always available to offer recommendations for the best wine pairings.	['Interesting wine list', 'Restaurant offering vegetarian menus']	['Amex', 'Dinersclub', 'Maestrocard', 'Mastercard', 'Visa']	+39 0473 920927		charm restaur hous skil restor old farm everyth hay barn old stall refurbish enhanc tradit old featur exterior seen dine room alongsid modern addit cuisin capabl hand owner anna matscher creat gourmet dish alto adig describ “ classic ” ingredi cook method use add certain level tradit proceed although hardli flaw especi given precis prepar involv exampl includ tradit roast goat kid cook extravirgin oliv oil aromat herb serv roast potato second season veget along delici ju lui overse front hous alway avail offer recommend best wine pair
690	Marcandole	via Argine Piave 7	Salgareda	31040	Italy	€€€	Seafood, Modern Cuisine	This restaurant managed with passion has become a cornerstone of Treviso restaurants thanks to a fish cuisine contaminated by contemporary inspirations. Do not miss the raw specialties!	['Air conditioning', 'Car park', 'Interesting wine list', 'Terrace']	['Amex', 'Mastercard', 'Visa']	+39 0422 807881	https://www.marcandole.it/	restaur manag passion becom cornerston treviso restaur thank fish cuisin contamin contemporari inspir miss raw specialti
691	Castel fine dining	vicolo dei Castagni 18	Tirol	39019	Italy	€€€€	Creative, International	180° views of the Val Venosta provide the theatrical setting for chef Gerhard Wieser’s precise, technical cuisine at this restaurant, where the tasting menu changes with the seasons and focuses on the region, with the exception of a few ingredients such as the Sicilian scampi which offer an exquisite alternative to the meat dishes on offer here. Highlights include the local, organic suckling pig ravioli served with parmesan foam and three types of pepper (Szechuan, South Tyrolean and Indian) which add an original flavour to the dish. Talented sommelier Ivana is on hand to help with wine choices, paying careful attention to guests’ individual preferences, while praise is also due to Florian and his staff for their excellent service.	['Air conditioning', 'Garden or park', 'Great view', 'Interesting wine list', 'Wheelchair access']	['Amex', 'Maestrocard', 'Mastercard', 'Visa']	+39 0473 923693	https://www.castel-fine-dining.com	180° view val venosta provid theatric set chef gerhard wieser ’ precis technic cuisin restaur tast menu chang season focus region except ingredi sicilian scampi offer exquisit altern meat dish offer highlight includ local organ suckl pig ravioli serv parmesan foam three type pepper szechuan south tyrolean indian add origin flavour dish talent sommeli ivana hand help wine choic pay care attent guest ’ individu prefer prais also due florian staff excel servic
692	Trattoria di Coronate	Cascina Coronate	Morimondo	20081	Italy	€€	Country cooking, Traditional Cuisine	Warm, welcoming, intimate and friendly – it’s easy to get carried away with the adjectives when describing this restaurant housed in a 16C farmhouse! This is the perfect choice for anyone looking for excellent and typical regional cuisine, accompanied by an equally good choice of wines. A visit to the wine cellar is highly recommended.	['Air conditioning', 'Car park', 'Interesting wine list', 'Terrace', 'Wheelchair access']	['Amex', 'Mastercard', 'Visa']	+39 02 945298	https://www.trattoriadicoronate.it/	warm welcom intim friendli – ’ easi get carri away adject describ restaur hous 16c farmhous perfect choic anyon look excel typic region cuisin accompani equal good choic wine visit wine cellar highli recommend
693	Trita Pepe	via Gabriele D'Annunzio 4	Manoppello Scalo	65024	Italy	€	Cuisine from Abruzzo	Situated on the road that passes through Manoppello Scalo, this restaurant with a car park right in front of the building boasts a spacious, simple dining room and is our recommended choice in the region for anyone keen to try typical Abruzzo cuisine. Meat takes pride of place among the main courses (with an exception for salted cod), while menu highlights include excellent fried gnocchi with local salumi and cheese.	['Air conditioning', 'Car park', 'Wheelchair access']	['Amex', 'Mastercard', 'Visa']	+39 085 856 1510	https://www.trattoriatritapepe.it/	situat road pass manoppello scalo restaur car park right front build boast spaciou simpl dine room recommend choic region anyon keen tri typic abruzzo cuisin meat take pride place among main cours except salt cod menu highlight includ excel fri gnocchi local salumi chees
694	Menegaldo	via Pralongo 216	Monastier di Treviso	31050	Italy	€€	Seafood	This restaurant, once referred to as “l’osteria dei cava’i” in reference to the cart drivers and their horses who used to stop here after the First World War, has a history dating back 100 years. Now specialising in fish and shellfish from the Adriatic, Menegaldo has become one of the area’s most popular restaurants.	['Air conditioning', 'Car park']	['Amex', 'Unionpay', 'Dinersclub', 'Discover', 'Jcb', 'Maestrocard', 'Mastercard', 'Visa']	+39 0422 898802	https://www.ristorantemenegaldo.it/	restaur refer “ l ’ osteria dei cava ’ ” refer cart driver hors use stop first world war histori date back 100 year specialis fish shellfish adriat menegaldo becom one area ’ popular restaur
695	L'Archivolto - Osteria Nostrale	piazza Garibaldi 25/26	Ovada	15076	Italy	€€€	Piedmontese, Traditional Cuisine	This restaurant in set in a typical country inn. It has heavy hams, which jealously guards a small niche, and chequered tablecloths. Sample the Piedmontese cuisine with a Ligurian influence, abundant portions and quality ingredients. You will find a good dose of friendliness and charm.	['Air conditioning', 'Interesting wine list', 'Wheelchair access']	['Amex', 'Dinersclub', 'Mastercard', 'Visa']	+39 0143 835208	https://www.archivoltoosterianostrale.com	restaur set typic countri inn heavi ham jealous guard small nich chequer tablecloth sampl piedmontes cuisin ligurian influenc abund portion qualiti ingredi find good dose friendli charm
696	Domenico dal 1968	via Satrico 23	Rome	00183	Italy	€	Roman, Cuisine from Lazio	Situated away from the tourist trail, this authentic neighbourhood restaurant popular with locals serves two types of cuisine, namely fish-based dishes and Roman specialities. Announced at your table, the tempting delicacies include Roman- and Jewish-style artichokes, fried aubergine balls, tripe, sweetbreads and offal. A must-visit address serving authentic local cuisine in simple dining rooms with a family feel. Booking is recommended, as there are only a few tables.	['Air conditioning', 'Terrace']	['Amex', 'Mastercard', 'Visa']	+39 06 7049 4602	https://www.domenicodal1968.it/	situat away tourist trail authent neighbourhood restaur popular local serv two type cuisin name fishbas dish roman special announc tabl tempt delicaci includ roman jewishstyl artichok fri aubergin ball tripe sweetbread offal mustvisit address serv authent local cuisin simpl dine room famili feel book recommend tabl
697	Abocar Due Cucine	Via Carlo Farini 13	Rimini	47921	Italy	€€€	Creative, International	Abocar (the word is Spanish for “to get closer”) demonstrates the Argentine origins of this restaurant’s young chef , who aims to offer his guests reasonably priced gourmet cuisine. Seasonal produce and South American influences are to the fore here, resulting in excellent cuisine focused around just a handful of recipes.The dishes are creative, yet with their roots in the classic foundations in which the young chef was trained in Michelin-starred restaurants in France, Spain and Italy – it was during this apprenticeship that he met his partner, Camilla, who assists him in the kitchen as well as overseeing the front of house. This welcoming restaurant hidden among the streets of old Rimini boasts a charming, youthful and unique atmosphere which is far from stuffy and which makes it an excellent choice.	['Air conditioning', 'Terrace']	['Amex', 'Dinersclub', 'Mastercard', 'Visa']	+39 0541 22279		abocar word spanish “ get closer ” demonstr argentin origin restaur ’ young chef aim offer guest reason price gourmet cuisin season produc south american influenc fore result excel cuisin focus around hand recipesth dish creativ yet root classic foundat young chef train michelinstar restaur franc spain itali – apprenticeship met partner camilla assist kitchen well overse front hous welcom restaur hidden among street old rimini boast charm youth uniqu atmospher far stuffi make excel choic
698	Gino Sorbillo	via dei Tribunali 32	Naples	80138	Italy	€	Pizza	"Situated along the ""via della pizza"", this historic restaurant boasts a simple yet lively ambience with a local and international feel. Excellent pizzas made from quality - label produce. You’ll need plenty of patience if you’re here at busy times and if you choose to share a table, you’ll really enjoy the convivial atmosphere!"	['Air conditioning']	['Amex', 'Unionpay', 'Dinersclub', 'Discover', 'Jcb', 'Maestrocard', 'Mastercard', 'Visa']	+39 081 446643	https://www.sorbillo.it/	situat along via della pizza histor restaur boast simpl yet live ambienc local intern feel excel pizza made qualiti label produc ’ need plenti patienc ’ busi time choos share tabl ’ realli enjoy convivi atmospher
699	Da Giannino - L'Angolo d'Abruzzo	via Rosolino Pilo 20	Milan	20129	Italy	€	Cuisine from Abruzzo, Traditional Cuisine	A warm welcome combined with a simple but lively atmosphere and typical dishes from the Abruzzo region make this a popular place to eat. Generous portions and excellent roast dishes.	['Air conditioning']	['Amex', 'Mastercard', 'Visa']	+39 02 2940 6526		warm welcom combin simpl live atmospher typic dish abruzzo region make popular place eat gener portion excel roast dish
700	Rezzano Cucina e Vino	via Asilo Maria Teresa 34	Sestri Levante	16039	Italy	€€€	Seafood, Mediterranean Cuisine	This restaurant is constantly improving and now boasts a comfortable dining room, which has been slightly enlarged thanks to a few adjustments and a reduction in the number of guests allowing for more space between tables. The cuisine pays careful attention to the seasons and to local traditions, with a particular focus on top-quality fish. The small outdoor space in the piazza makes a pleasant setting for dinner.	['Air conditioning', 'Terrace']	['Amex', 'Mastercard', 'Visa']	+39 0185 450909	http://www.rezzanocucinaevino.it	restaur constantli improv boast comfort dine room slightli enlarg thank adjust reduct number guest allow space tabl cuisin pay care attent season local tradit particular focu topqual fish small outdoor space piazza make pleasant set dinner
701	Ca' Vittoria	via Roma 14	Tigliole	14016	Italy	€€€	Piedmontese, Modern Cuisine	In the heart of this picture-postcard village, the Musso family has been welcoming guests with typical Piedmontese hospitality and professionalism for generations and delighting them with their interesting cuisine. Grandmother Gemma and mother Sandra always focused on regional traditions in their cooking; today, Massimiliano continues the theme while adding a touch of creativity and an international influence to his Piedmontese dishes. Examples include his innovative and original risotto cooked in onion water with eel and vanilla, and delicious Cherasco snails served with coconut cream, grilled home-grown leeks and fermented cabbage (the sweet flavour of the coconut provides a striking contrast to the acidity of the cabbage). There are just two tasting menus, from which dishes can also be chosen à la carte, plus a few classic favourites seasoned with white truffles (in season). The wine list features renowned Piedmontese labels alongside an array of younger wines, as well as a few bottles of Barolo from the 1970s.	['Air conditioning', 'Car park', 'Garden or park', 'Great view', 'Interesting wine list', 'Terrace', 'Wheelchair access']	['Dinersclub', 'Mastercard', 'Visa']	+39 0141 667713	https://www.ristorantevittoria.it	heart picturepostcard villag musso famili welcom guest typic piedmontes hospit profession gener delight interest cuisin grandmoth gemma mother sandra alway focus region tradit cook today massimiliano continu theme ad touch creativ intern influenc piedmontes dish exampl includ innov origin risotto cook onion water eel vanilla delici cherasco snail serv coconut cream grill homegrown leek ferment cabbag sweet flavour coconut provid strike contrast acid cabbag two tast menu dish also chosen à la cart plu classic favourit season white truffl season wine list featur renown piedmontes label alongsid array younger wine well bottl barolo 1970
